time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-09-30,25.4,23.3,29.2,9.4,,344.0,7.4,,1005.8,
2022-10-01,26.7,23.3,30.6,0.2,,323.0,8.5,,1005.3,
2022-10-02,27.2,24.1,31.0,0.0,,325.0,12.3,,1005.0,
2022-10-03,27.1,23.9,31.0,0.0,,333.0,13.4,,1005.3,
2022-10-04,26.2,23.9,30.1,0.2,,341.0,10.8,,1005.7,
2022-10-05,24.9,22.9,29.8,13.8,,19.0,4.2,,1006.2,
2022-10-06,23.9,22.4,27.5,17.7,,116.0,7.5,,1005.9,
2022-10-07,25.0,22.8,29.3,1.7,,147.0,14.1,,1007.1,
2022-10-08,25.4,22.5,30.0,4.3,,164.0,7.0,,1008.9,
2022-10-09,24.7,22.2,29.0,17.7,,150.0,6.0,,1009.7,
2022-10-10,24.8,22.3,28.7,5.6,,145.0,8.6,,1010.9,
2022-10-11,25.6,23.0,29.8,0.9,,158.0,11.0,,1010.2,
2022-10-12,25.9,23.0,29.8,6.9,,178.0,7.3,,1010.4,
2022-10-13,25.2,22.0,29.8,2.5,,77.0,3.7,,1010.3,
2022-10-14,24.7,22.8,28.9,11.8,,350.0,4.1,,1009.8,
2022-10-15,24.6,22.4,28.1,18.3,,17.0,6.2,,1008.9,
2022-10-16,24.6,22.0,29.2,4.3,,131.0,6.4,,1011.3,
2022-10-17,25.4,21.8,30.3,3.2,,144.0,5.2,,1012.3,
2022-10-18,25.0,22.1,29.8,2.5,,333.0,3.6,,1011.5,
2022-10-19,25.3,22.2,30.2,3.8,,333.0,4.7,,1010.8,
2022-10-20,24.9,21.6,29.7,1.9,,128.0,5.0,,1012.1,
2022-10-21,24.9,21.6,29.7,0.0,,344.0,6.6,,1013.3,
2022-10-22,23.4,19.0,28.7,0.0,,358.0,8.6,,1014.1,
2022-10-23,23.1,17.8,28.9,0.0,,344.0,10.7,,1012.3,
2022-10-24,22.8,18.8,28.8,0.0,,331.0,9.6,,1010.0,
2022-10-25,22.8,17.6,29.1,0.0,,335.0,6.8,,1010.9,
2022-10-26,23.2,17.2,29.8,0.0,,338.0,5.9,,1013.0,
2022-10-27,23.4,18.3,29.6,0.0,,340.0,6.2,,1013.2,
2022-10-28,23.0,18.2,29.3,0.0,,347.0,7.9,,1012.5,
2022-10-29,22.5,17.0,28.8,0.0,,356.0,7.4,,1012.6,
2022-10-30,22.4,16.6,28.6,0.0,,355.0,7.3,,1012.6,
2022-10-31,22.5,17.3,28.3,0.0,,354.0,7.3,,1012.6,
2022-11-01,23.6,19.1,29.2,0.0,,1.0,6.1,,1013.2,
2022-11-02,24.5,21.2,29.1,0.0,,355.0,6.2,,1012.3,
2022-11-03,24.8,20.2,29.9,0.4,,7.0,7.0,,1012.2,
2022-11-04,24.5,19.8,29.3,0.8,,306.0,4.2,,1013.4,
2022-11-05,24.3,19.5,30.4,0.0,,310.0,5.8,,1014.7,
2022-11-06,24.4,18.7,30.2,0.0,,328.0,6.0,,1014.8,
2022-11-07,24.6,19.6,30.4,0.0,,303.0,6.2,,1014.1,
2022-11-08,23.6,18.0,30.3,0.0,,14.0,5.3,,1013.7,
2022-11-09,23.4,17.7,29.6,0.0,,351.0,4.9,,1013.8,
2022-11-10,23.1,17.3,29.4,0.0,,344.0,6.9,,1014.0,
2022-11-11,23.4,18.2,29.3,0.0,,358.0,7.7,,1013.9,
2022-11-12,23.6,18.8,29.2,0.0,,0.0,7.1,,1013.9,
2022-11-13,23.0,17.3,29.7,0.0,,359.0,6.2,,1013.8,
2022-11-14,22.9,17.1,29.2,0.0,,334.0,5.4,,1014.1,
2022-11-15,22.1,16.9,28.9,0.0,,358.0,7.2,,1014.0,
2022-11-16,21.3,15.8,28.3,0.0,,343.0,7.5,,1013.0,
2022-11-17,21.2,15.8,28.4,0.0,,343.0,7.5,,1012.6,
2022-11-18,21.6,15.4,28.0,0.0,,347.0,9.0,,1013.1,
2022-11-19,21.0,16.1,26.8,0.0,,350.0,8.3,,1013.4,
2022-11-20,20.6,15.0,25.9,0.0,,345.0,8.6,,1012.0,
2022-11-21,22.2,18.0,27.5,0.0,,342.0,7.9,,1011.1,
2022-11-22,24.1,20.0,29.8,0.0,,357.0,7.8,,1011.1,
2022-11-23,24.7,19.8,30.2,0.0,,328.0,5.4,,1011.8,
2022-11-24,25.0,20.8,29.7,0.0,,327.0,5.4,,1012.0,
2022-11-25,23.9,19.0,29.4,0.0,,347.0,6.5,,1013.0,
2022-11-26,22.9,16.8,28.5,0.0,,355.0,6.0,,1012.1,
2022-11-27,21.5,15.9,28.0,0.0,,3.0,7.0,,1010.2,
2022-11-28,21.2,14.8,28.1,0.0,,2.0,6.3,,1010.9,
2022-11-29,20.7,14.2,28.3,0.0,,343.0,6.3,,1012.0,
2022-11-30,21.4,15.2,28.4,0.0,,345.0,5.5,,1013.1,
2022-12-01,22.8,16.9,30.8,0.0,,0.0,6.1,,1012.7,
2022-12-02,24.0,18.9,29.9,0.0,,350.0,4.3,,1011.9,
2022-12-03,24.6,20.3,30.1,0.0,,20.0,5.3,,1012.4,
2022-12-04,24.3,19.2,30.0,0.0,,344.0,6.1,,1013.0,
2022-12-05,22.4,16.8,29.3,0.0,,344.0,5.4,,1013.7,
2022-12-06,22.2,16.6,28.7,0.0,,341.0,7.3,,1013.1,
2022-12-07,22.0,17.1,27.6,0.0,,354.0,9.5,,1012.3,
2022-12-08,20.8,15.2,26.0,0.0,,351.0,10.7,,1011.9,
2022-12-09,20.9,14.8,26.4,0.0,,0.0,8.3,,1010.7,
2022-12-10,22.5,19.5,27.7,7.8,,13.0,7.4,,1010.2,
2022-12-11,23.1,19.8,28.2,16.4,,94.0,8.4,,1011.4,
2022-12-12,23.5,19.5,28.9,0.5,,109.0,6.7,,1012.1,
2022-12-13,24.1,21.5,28.8,0.0,,141.0,6.2,,1013.0,
2022-12-14,24.9,20.7,31.8,0.0,,144.0,4.7,,1013.2,
2022-12-15,24.5,19.6,30.2,0.1,,31.0,4.2,,1012.5,
2022-12-16,24.9,20.4,29.8,0.0,,289.0,5.6,,1011.0,
2022-12-17,24.6,20.8,29.8,0.0,,356.0,7.5,,1012.2,
2022-12-18,22.0,17.4,27.8,0.0,,349.0,6.1,,1012.6,
2022-12-19,21.1,15.7,27.9,0.0,,317.0,6.0,,1011.9,
2022-12-20,21.8,16.1,28.4,0.0,,328.0,5.5,,1011.4,
2022-12-21,21.8,15.1,29.0,0.0,,289.0,4.6,,1011.8,
2022-12-22,21.5,15.1,29.2,0.0,,345.0,5.5,,1011.5,
2022-12-23,21.6,15.1,28.9,0.0,,284.0,5.6,,1011.5,
2022-12-24,22.0,16.4,29.4,0.0,,188.0,6.7,,1012.3,
2022-12-25,22.5,16.4,29.5,0.0,,180.0,7.2,,1013.3,
2022-12-26,24.0,18.9,29.8,0.0,,172.0,8.1,,1014.6,
2022-12-27,24.8,21.1,30.0,0.0,,176.0,7.0,,1015.2,
2022-12-28,24.8,20.1,31.8,0.0,,168.0,6.3,,1015.6,
2022-12-29,24.4,19.3,30.8,0.0,,1.0,6.9,,1016.5,
2022-12-30,24.1,18.2,30.5,0.0,,22.0,5.6,,1017.4,
2022-12-31,24.1,17.8,30.8,0.0,,345.0,5.7,,1015.9,
2023-01-01,24.1,17.9,30.7,0.0,,41.0,5.1,,1015.5,
2023-01-02,23.3,17.6,29.4,0.0,,98.0,5.9,,1016.2,
2023-01-03,23.5,18.5,28.9,0.1,,138.0,6.4,,1016.5,
2023-01-04,23.5,19.5,28.9,0.0,,165.0,8.2,,1015.8,
2023-01-05,21.9,19.9,28.2,5.4,,22.0,4.0,,1017.5,
2023-01-06,22.5,18.1,27.8,0.1,,347.0,5.5,,1018.1,
2023-01-07,21.2,16.5,26.3,0.0,,6.0,8.2,,1017.6,
2023-01-08,18.6,13.2,25.1,0.0,,345.0,7.4,,1016.8,
2023-01-09,18.7,12.8,26.8,0.0,,337.0,5.8,,1017.5,
2023-01-10,19.8,13.3,28.2,0.0,,340.0,7.5,,1016.5,
2023-01-11,20.7,13.9,28.8,0.0,,0.0,7.1,,1014.2,
2023-01-12,21.3,14.4,29.3,0.0,,197.0,7.3,,1012.6,
2023-01-13,21.7,15.1,29.3,0.0,,177.0,7.6,,1013.1,
2023-01-14,22.4,16.7,30.8,0.0,,131.0,7.9,,1013.2,
2023-01-15,22.5,15.3,30.2,0.0,,142.0,6.4,,1012.3,
2023-01-16,22.4,16.6,29.2,0.0,,166.0,9.4,,1012.9,
2023-01-17,22.3,16.4,29.0,0.0,,169.0,11.3,,1013.7,
2023-01-18,22.3,16.5,29.1,0.0,,157.0,9.0,,1015.3,
2023-01-19,22.7,17.0,29.2,0.0,,157.0,8.3,,1015.6,
2023-01-20,22.6,17.4,28.5,0.0,,184.0,9.1,,1015.1,
2023-01-21,22.8,18.0,29.2,0.0,,162.0,7.9,,1014.6,
2023-01-22,22.8,17.8,28.8,0.0,,180.0,8.8,,1013.8,
2023-01-23,22.8,17.1,28.8,0.0,,158.0,9.5,,1013.5,
2023-01-24,22.3,17.4,28.9,0.0,,163.0,10.8,,1013.5,
2023-01-25,21.9,16.5,28.4,0.0,,172.0,10.2,,1013.3,
2023-01-26,22.4,15.9,30.2,0.0,,166.0,6.9,,1013.5,
2023-01-27,22.2,15.3,31.8,0.0,,157.0,6.6,,1013.6,
2023-01-28,23.0,15.7,30.0,0.0,,326.0,6.1,,1012.4,
2023-01-29,23.5,17.4,30.1,0.0,,152.0,10.6,,1011.8,
2023-01-30,23.5,18.2,29.7,0.0,,153.0,9.6,,1013.6,
2023-01-31,24.1,18.4,30.2,0.0,,271.0,7.2,,1013.0,
2023-02-01,23.8,18.2,29.9,0.0,,357.0,9.5,,1012.8,
2023-02-02,22.2,16.1,29.1,0.0,,357.0,10.0,,1013.8,
2023-02-03,21.6,14.8,29.6,0.0,,355.0,8.3,,1014.1,
2023-02-04,22.5,15.0,30.1,0.0,,349.0,7.8,,1012.8,
2023-02-05,22.2,14.5,29.9,0.0,,353.0,7.2,,1012.3,
2023-02-06,23.2,14.3,30.7,0.0,,152.0,6.6,,1012.2,
2023-02-07,24.6,18.2,31.8,0.0,,151.0,7.5,,1011.1,
2023-02-08,24.9,19.1,31.8,0.0,,332.0,7.5,,1011.8,
2023-02-09,24.3,17.4,31.6,0.0,,342.0,6.9,,1012.4,
2023-02-10,24.3,15.8,32.3,0.0,,342.0,7.3,,1013.2,
2023-02-11,25.2,16.8,33.4,0.0,,251.0,6.6,,1013.1,
2023-02-12,25.1,17.7,32.6,0.0,,340.0,10.3,,1014.0,
2023-02-13,23.0,15.6,30.8,0.0,,355.0,10.4,,1014.9,
2023-02-14,22.4,15.4,30.5,0.0,,351.0,10.1,,1014.4,
2023-02-15,23.1,15.2,32.2,0.0,,347.0,9.4,,1012.6,
2023-02-16,23.6,15.8,32.5,0.0,,343.0,10.1,,1012.5,
2023-02-17,24.2,15.8,32.0,0.0,,319.0,7.1,,1012.7,
2023-02-18,24.2,15.9,31.7,0.0,,186.0,6.5,,1012.9,
2023-02-19,25.0,18.1,32.1,0.0,,158.0,7.5,,1013.3,
2023-02-20,25.8,18.6,33.4,0.0,,239.0,6.6,,1012.7,
2023-02-21,26.5,18.9,34.4,0.0,,159.0,8.2,,1012.5,
2023-02-22,26.6,18.4,34.4,0.0,,239.0,8.6,,1011.9,
2023-02-23,25.9,19.1,34.2,0.0,,132.0,9.1,,1012.2,
2023-02-24,26.9,18.5,34.3,0.0,,63.0,8.6,,1013.1,
2023-02-25,25.8,17.6,34.3,0.0,,336.0,8.3,,1014.5,
2023-02-26,26.1,18.5,34.3,0.0,,145.0,10.0,,1015.7,
2023-02-27,26.2,19.7,33.7,0.0,,154.0,10.7,,1016.0,
2023-02-28,25.9,19.7,33.4,0.0,,162.0,11.8,,1016.1,
2023-03-01,26.0,19.5,33.3,0.0,,172.0,10.4,,1016.4,
2023-03-02,26.5,18.5,34.0,0.0,,174.0,9.1,,1016.6,
2023-03-03,27.4,19.4,34.7,0.0,,168.0,10.3,,1016.8,
2023-03-04,27.6,20.1,34.6,0.0,,154.0,9.0,,1017.0,
2023-03-05,27.5,19.8,34.6,0.0,,157.0,9.1,,1016.3,
2023-03-06,27.7,20.6,35.2,0.0,,133.0,9.0,,1014.4,
2023-03-07,26.4,19.3,33.2,0.0,,326.0,8.3,,1014.9,
2023-03-08,26.5,18.8,33.7,0.0,,13.0,7.9,,1014.5,
2023-03-09,27.4,20.1,34.2,0.0,,161.0,8.1,,1013.6,
2023-03-10,27.1,19.5,34.0,0.0,,114.0,7.6,,1013.5,
2023-03-11,27.2,19.7,33.8,0.0,,149.0,9.0,,1013.4,
2023-03-12,27.2,19.9,34.2,0.0,,163.0,9.6,,1013.1,
2023-03-13,27.3,19.9,34.9,0.0,,159.0,9.2,,1011.8,
2023-03-14,28.0,21.0,35.8,0.0,,144.0,9.8,,1009.8,
2023-03-15,27.2,18.8,34.3,0.0,,145.0,9.5,,1009.5,
2023-03-16,25.2,20.9,32.0,7.3,,125.0,9.5,,1011.6,
2023-03-17,23.2,19.6,28.7,9.4,,148.0,7.3,,1012.2,
2023-03-18,22.8,19.6,28.8,14.2,,188.0,9.3,,1011.0,
2023-03-19,22.7,18.6,28.6,2.1,,182.0,8.0,,1009.2,
2023-03-20,23.6,20.4,30.2,0.7,,157.0,11.3,,1008.5,
2023-03-21,25.2,20.3,31.5,0.0,,208.0,9.2,,1008.4,
2023-03-22,25.4,20.5,31.8,0.0,,186.0,8.4,,1009.0,
2023-03-23,25.7,19.7,32.2,0.0,,148.0,7.7,,1008.9,
2023-03-24,26.8,21.8,33.0,0.0,,165.0,7.4,,1009.5,
2023-03-25,26.3,22.8,32.1,0.4,,154.0,10.7,,1010.7,
2023-03-26,26.5,22.8,32.1,2.8,,169.0,10.8,,1009.6,
2023-03-27,27.6,22.8,33.8,0.0,,185.0,8.4,,1008.7,
2023-03-28,27.3,21.8,33.4,0.0,,177.0,9.0,,1008.9,
2023-03-29,28.2,22.8,34.0,0.0,,175.0,12.9,,1009.7,
2023-03-30,28.5,23.0,34.7,0.0,,177.0,12.7,,1008.6,
2023-03-31,27.6,22.7,33.3,0.0,,186.0,12.0,,1007.9,
2023-04-01,27.1,22.4,34.1,0.0,,197.0,8.7,,1008.7,
2023-04-02,28.2,22.1,34.9,0.0,,202.0,8.9,,1008.2,
2023-04-03,27.9,22.7,34.0,0.0,,161.0,10.1,,1008.1,
2023-04-04,28.7,24.6,34.7,0.5,,169.0,13.0,,1008.8,
2023-04-05,28.6,22.8,35.2,0.0,,162.0,8.1,,1008.9,
2023-04-06,27.8,23.7,34.8,0.0,,160.0,7.9,,1010.2,
2023-04-07,27.9,23.3,35.2,0.1,,155.0,6.5,,1011.8,
2023-04-08,27.6,22.0,34.8,0.0,,5.0,7.6,,1013.4,
2023-04-09,28.6,22.7,35.8,0.0,,32.0,6.6,,1013.6,
2023-04-10,29.1,22.2,36.0,0.0,,128.0,6.1,,1012.0,
2023-04-11,30.4,23.1,36.9,0.0,,188.0,7.6,,1011.2,
2023-04-12,31.1,23.4,38.0,0.0,,300.0,8.2,,1010.3,
2023-04-13,31.7,24.7,38.7,0.0,,176.0,8.3,,1009.6,
2023-04-14,31.7,25.5,39.4,0.0,,291.0,8.7,,1009.3,
2023-04-15,31.2,26.0,37.0,0.0,,342.0,11.6,,1009.7,
2023-04-16,31.0,24.5,38.4,0.0,,337.0,8.4,,1007.8,
2023-04-17,31.3,23.5,38.8,0.0,,219.0,7.7,,1007.9,
2023-04-18,31.8,23.3,39.3,0.0,,165.0,9.1,,1009.2,
2023-04-19,31.5,24.6,39.1,0.0,,334.0,8.5,,1006.8,
2023-04-20,31.9,25.1,38.6,0.0,,309.0,9.6,,1004.7,
2023-04-21,30.1,24.8,36.3,0.0,,4.0,12.6,,1006.0,
2023-04-22,28.9,23.5,35.8,1.5,,179.0,10.3,,1005.6,
2023-04-23,27.5,22.8,35.5,9.8,,135.0,11.0,,1006.5,
2023-04-24,27.6,20.7,33.9,18.1,,137.0,12.0,,1008.7,
2023-04-25,26.7,23.6,33.8,6.7,,158.0,11.8,,1010.1,
2023-04-26,27.5,22.8,33.4,0.4,,174.0,10.5,,1009.0,
2023-04-27,28.3,23.2,34.8,0.0,,157.0,8.4,,1009.0,
2023-04-28,28.2,23.7,33.2,5.0,,173.0,6.9,,1009.9,
2023-04-29,25.6,21.6,31.9,16.5,,8.0,9.1,,1010.0,
2023-04-30,26.2,22.0,32.6,14.8,,177.0,9.4,,1008.5,
2023-05-01,24.5,21.5,29.4,26.0,,127.0,8.5,,1008.4,
2023-05-02,24.6,22.3,29.8,1.4,,152.0,10.3,,1009.3,
2023-05-03,25.8,21.6,31.2,2.4,,139.0,9.3,,1009.9,
2023-05-04,26.5,22.1,31.8,0.1,,148.0,6.9,,1009.0,
2023-05-05,26.4,23.3,30.3,9.7,,198.0,8.8,,1008.1,
2023-05-06,27.9,22.9,33.4,0.4,,211.0,6.6,,1006.8,
2023-05-07,28.6,24.3,33.5,0.2,,179.0,6.6,,1006.6,
2023-05-08,30.1,24.4,35.5,1.2,,218.0,6.5,,1006.0,
2023-05-09,30.5,26.2,36.8,0.0,,176.0,6.9,,1006.5,
2023-05-10,30.8,26.6,36.8,0.0,,284.0,6.5,,1005.7,
2023-05-11,31.1,26.7,38.0,0.0,,176.0,10.2,,1006.2,
2023-05-12,31.1,23.4,39.0,0.0,,303.0,9.3,,1005.3,
2023-05-13,31.5,23.5,39.4,0.0,,312.0,11.2,,1004.1,
2023-05-14,32.1,24.5,40.2,0.0,,298.0,12.5,,1002.8,
2023-05-15,32.4,25.7,39.6,0.0,,295.0,13.4,,1004.1,
2023-05-16,32.2,26.6,39.2,0.0,,305.0,11.8,,1006.3,
2023-05-17,32.0,25.1,39.2,0.0,,297.0,10.1,,1007.2,
2023-05-18,32.5,26.2,39.8,0.0,,216.0,9.6,,1008.4,
2023-05-19,32.4,26.9,39.8,0.0,,184.0,10.4,,1007.3,
2023-05-20,31.6,26.8,36.9,2.5,,163.0,10.2,,1007.0,
2023-05-21,32.4,26.7,39.2,0.0,,170.0,10.7,,1007.7,
2023-05-22,32.2,27.5,39.0,0.0,,163.0,9.4,,1008.7,
2023-05-23,32.4,26.7,38.8,0.0,,176.0,9.0,,1008.8,
2023-05-24,33.0,27.5,39.8,0.0,,221.0,9.2,,1007.2,
2023-05-25,32.1,27.5,37.6,0.0,,239.0,9.8,,1007.3,
2023-05-26,32.8,27.2,38.8,0.0,,281.0,11.6,,1007.3,
2023-05-27,32.4,25.7,39.2,0.0,,302.0,10.4,,1006.2,
2023-05-28,33.0,27.4,40.2,0.0,,307.0,11.6,,1005.6,
2023-05-29,31.5,26.6,38.8,1.0,,141.0,7.8,,1007.1,
2023-05-30,29.0,22.8,35.4,0.0,,174.0,8.1,,1008.2,
2023-05-31,31.4,24.8,38.4,0.0,,141.0,8.0,,1006.5,
2023-06-01,32.6,26.4,39.9,0.0,,278.0,8.8,,1004.6,
2023-06-02,33.2,25.8,40.2,0.0,,317.0,11.4,,1004.2,
2023-06-03,33.4,28.2,40.2,0.0,,322.0,11.1,,1004.4,
2023-06-04,33.1,27.6,39.8,0.0,,291.0,10.2,,1004.4,
2023-06-05,32.1,27.4,37.8,0.0,,311.0,10.1,,1004.1,
2023-06-06,33.1,27.9,38.6,0.0,,286.0,11.3,,1003.0,
2023-06-07,33.7,29.4,40.8,0.0,,294.0,11.9,,1002.8,
2023-06-08,34.0,29.2,39.8,0.0,,292.0,14.0,,1002.9,
2023-06-09,34.4,30.3,40.8,0.0,,295.0,13.4,,1001.5,
2023-06-10,33.0,30.2,39.8,0.2,,296.0,14.8,,1001.8,
2023-06-11,32.9,29.3,38.8,0.0,,286.0,13.1,,1002.3,
2023-06-12,33.4,29.4,39.8,0.0,,279.0,12.6,,1002.4,
2023-06-13,33.8,29.4,39.8,0.0,,282.0,11.8,,1002.5,
2023-06-14,33.9,30.0,39.8,0.0,,282.0,14.4,,1003.8,
2023-06-15,33.8,30.3,39.2,0.0,,286.0,13.9,,1004.3,
2023-06-16,34.2,30.2,39.8,0.0,,289.0,12.6,,1003.4,
2023-06-17,34.3,30.4,39.8,0.0,,282.0,13.4,,1003.4,
2023-06-18,34.0,30.8,38.8,0.0,,286.0,12.6,,1003.3,
2023-06-19,33.6,28.7,39.0,0.1,,273.0,11.6,,1002.1,
2023-06-20,32.8,28.5,39.8,0.0,,223.0,9.7,,1001.9,
2023-06-21,31.2,26.9,38.5,0.0,,215.0,12.0,,1002.6,
2023-06-22,31.3,27.1,36.9,0.1,,270.0,12.7,,1003.0,
2023-06-23,27.9,24.8,31.7,4.1,,230.0,6.6,,1004.5,
2023-06-24,27.4,24.8,32.4,13.7,,237.0,9.2,,1003.6,
2023-06-25,28.2,24.8,33.3,0.9,,259.0,10.0,,1002.7,
2023-06-26,26.7,24.7,30.4,12.3,,271.0,12.2,,1003.9,
2023-06-27,27.9,24.8,32.7,1.1,,276.0,12.9,,1004.0,
2023-06-28,28.0,24.2,32.8,6.1,,266.0,10.8,,1005.3,
2023-06-29,29.3,25.2,34.8,0.0,,253.0,10.2,,1005.0,
2023-06-30,29.6,25.9,35.8,2.4,,256.0,11.8,,1004.9,
2023-07-01,30.3,26.1,35.8,0.9,,283.0,12.7,,1005.1,
2023-07-02,30.0,25.3,35.2,3.1,,287.0,12.0,,1004.5,
2023-07-03,29.5,25.4,36.2,0.4,,282.0,10.4,,1003.3,
2023-07-04,28.4,24.9,34.2,4.3,,222.0,8.4,,1001.4,
2023-07-05,27.8,25.0,32.3,18.2,,261.0,8.0,,1000.2,
2023-07-06,27.1,25.1,30.3,12.6,,237.0,9.5,,1002.0,
2023-07-07,27.4,24.1,32.4,17.5,,243.0,13.7,,1004.2,
2023-07-08,27.5,24.2,33.2,3.8,,231.0,11.1,,1005.4,
2023-07-09,28.4,25.0,32.9,1.8,,261.0,9.1,,1005.7,
2023-07-10,28.9,24.3,33.3,4.5,,259.0,9.9,,1005.2,
2023-07-11,27.1,24.4,31.1,1.3,,302.0,10.4,,1005.3,
2023-07-12,27.9,23.2,32.8,0.3,,268.0,8.9,,1004.3,
2023-07-13,27.4,24.2,32.1,20.9,,239.0,8.8,,1004.5,
2023-07-14,27.5,24.3,33.2,15.5,,253.0,8.5,,1005.4,
2023-07-15,27.6,24.3,31.4,4.5,,283.0,10.6,,1005.3,
2023-07-16,26.2,23.8,28.5,6.2,,280.0,12.2,,1004.9,
2023-07-17,25.9,24.1,29.5,11.4,,270.0,14.3,,1003.7,
2023-07-18,24.9,23.8,27.4,53.8,,265.0,16.8,,1001.7,
2023-07-19,25.2,23.7,28.6,30.0,,261.0,18.4,,999.5,
2023-07-20,24.8,24.1,26.3,44.7,,273.0,17.1,,999.9,
2023-07-21,25.5,23.8,28.5,40.6,,283.0,17.2,,1001.2,
2023-07-22,26.2,24.2,29.5,32.7,,260.0,13.8,,1002.7,
2023-07-23,26.3,24.3,31.1,19.2,,244.0,12.2,,1003.5,
2023-07-24,25.9,24.5,29.2,22.5,,280.0,12.4,,1003.1,
2023-07-25,25.8,24.1,29.2,16.4,,309.0,16.7,,1002.9,
2023-07-26,25.6,24.0,30.2,21.8,,304.0,18.0,,1003.0,
2023-07-27,24.6,23.2,25.9,78.8,,284.0,24.6,,1001.7,
2023-07-28,26.4,23.7,30.8,40.8,,284.0,19.4,,1003.2,
2023-07-29,27.2,25.1,31.1,1.4,,301.0,17.0,,1004.5,
2023-07-30,27.6,25.1,30.6,3.0,,296.0,16.6,,1004.6,
2023-07-31,27.7,25.5,31.8,0.9,,291.0,14.6,,1004.2,
2023-08-01,28.1,25.6,32.1,0.3,,287.0,15.9,,1003.8,
2023-08-02,28.0,25.6,31.2,0.4,,283.0,17.0,,1004.2,
2023-08-03,27.5,25.3,30.4,0.0,,271.0,15.8,,1004.1,
2023-08-04,28.2,25.0,32.2,0.0,,271.0,12.9,,1006.1,
2023-08-05,28.5,25.4,32.9,0.2,,271.0,12.6,,1007.8,
2023-08-06,28.7,25.6,32.8,0.0,,270.0,13.5,,1006.6,
2023-08-07,28.0,25.4,31.6,0.0,,284.0,13.4,,1005.4,
2023-08-08,28.1,24.6,32.6,0.0,,281.0,11.0,,1005.7,
2023-08-09,28.1,24.9,32.2,0.0,,298.0,9.9,,1007.9,
2023-08-10,28.2,24.4,32.7,0.0,,289.0,8.5,,1008.4,
2023-08-11,28.5,25.0,32.9,0.3,,302.0,8.6,,1007.5,
2023-08-12,28.0,25.1,32.4,1.2,,277.0,9.1,,1006.8,
